"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 10 20:09:13 GMT 2023","Wed May 10 20:09:16 GMT 2023","2660","hw.code","test_rating","TestChangeItemCountInCart","","","test_product_change_count",""
"broken","Wed May 10 20:08:25 GMT 2023","Wed May 10 20:08:25 GMT 2023","878","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_product_add_comment_change_count",""
"passed","Wed May 10 20:08:42 GMT 2023","Wed May 10 20:08:43 GMT 2023","697","hw.code","test_create_commet","TestCreateComment","","","test_unauth",""
"passed","Wed May 10 20:09:21 GMT 2023","Wed May 10 20:09:22 GMT 2023","901","hw.code","test_view_comment","TestViewComment","","","test_check_if_photo_broken",""
"broken","Wed May 10 20:09:01 GMT 2023","Wed May 10 20:09:03 GMT 2023","1830","hw.code","test_login","TestLogin","","","test_login",""
"broken","Wed May 10 20:09:22 GMT 2023","Wed May 10 20:09:23 GMT 2023","971","hw.code","test_view_comment","TestViewComment","","","test_auth_add_comment_button",""
"passed","Wed May 10 20:09:13 GMT 2023","Wed May 10 20:09:13 GMT 2023","759","hw.code","test_product_title","TestProductTitle","","","test_is_photo_broken",""
"broken","Wed May 10 20:08:22 GMT 2023","Wed May 10 20:08:25 GMT 2023","2686","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_product_view_comment_change_count",""
"passed","Wed May 10 20:08:46 GMT 2023","Wed May 10 20:08:47 GMT 2023","881","hw.code","test_header","TestHeader","","","test_rightHeaderButtons",""
"passed","Wed May 10 20:09:20 GMT 2023","Wed May 10 20:09:21 GMT 2023","953","hw.code","test_view_comment","TestViewComment","","","test_check_href_photos",""
"broken","Wed May 10 20:08:55 GMT 2023","Wed May 10 20:09:00 GMT 2023","5118","hw.code","test_horizontal_catalog_product_page","TestHorizontalScroll","","","test_title_link",""
"broken","Wed May 10 20:08:45 GMT 2023","Wed May 10 20:08:46 GMT 2023","1432","hw.code","test_header","TestHeader","","","test_header_profile_button",""
"passed","Wed May 10 20:08:43 GMT 2023","Wed May 10 20:08:45 GMT 2023","1928","hw.code","test_footer","TestFooter","","","test_footerLogo",""
"broken","Wed May 10 20:08:17 GMT 2023","Wed May 10 20:08:22 GMT 2023","4396","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_product_change_count",""
"failed","Wed May 10 20:08:47 GMT 2023","Wed May 10 20:08:55 GMT 2023","7744","hw.code","test_header","TestHeader","","","test_searchTest",""
"passed","Wed May 10 20:09:18 GMT 2023","Wed May 10 20:09:20 GMT 2023","2018","hw.code","test_view_comment","TestViewComment","","","test_page_title",""
"passed","Wed May 10 20:09:23 GMT 2023","Wed May 10 20:09:24 GMT 2023","754","hw.code","test_view_comment","TestViewComment","","","test_unauth_add_comment_button",""
"broken","Wed May 10 20:08:40 GMT 2023","Wed May 10 20:08:42 GMT 2023","2462","hw.code","test_create_commet","TestCreateComment","","","test_page_auth",""
"passed","Wed May 10 20:08:37 GMT 2023","Wed May 10 20:08:40 GMT 2023","2479","hw.code","test_catalog_selector","TestCategorySelection","","","test_home_category_select",""
"broken","Wed May 10 20:09:00 GMT 2023","Wed May 10 20:09:01 GMT 2023","1388","hw.code","test_horizontal_catalog_product_page","TestHorizontalScroll","","","test_scroll_buttons",""
"passed","Wed May 10 20:09:05 GMT 2023","Wed May 10 20:09:12 GMT 2023","6308","hw.code","test_product_title","TestProductTitle","","","test_favorites_unauth",""
"passed","Wed May 10 20:08:32 GMT 2023","Wed May 10 20:08:34 GMT 2023","1487","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_recommendation_change_count",""
"broken","Wed May 10 20:09:00 GMT 2023","Wed May 10 20:09:00 GMT 2023","16","hw.code","test_horizontal_catalog_product_page","TestHorizontalScroll","","","test_photo_broken",""
"passed","Wed May 10 20:09:16 GMT 2023","Wed May 10 20:09:18 GMT 2023","2325","hw.code","test_rating","TestChangeItemCountInCart","","","test_recommendation_change_count",""
"broken","Wed May 10 20:08:25 GMT 2023","Wed May 10 20:08:32 GMT 2023","6984","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_home_page_change_count",""
"broken","Wed May 10 20:09:12 GMT 2023","Wed May 10 20:09:13 GMT 2023","1050","hw.code","test_product_title","TestProductTitle","","","test_favorites_auth",""
"passed","Wed May 10 20:09:03 GMT 2023","Wed May 10 20:09:05 GMT 2023","2016","hw.code","test_product_title","TestProductTitle","","","test_product_title",""
"passed","Wed May 10 20:08:34 GMT 2023","Wed May 10 20:08:37 GMT 2023","3198","hw.code","test_catalog_selector","TestCategorySelection","","","test_header_category_select",""
