"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 11 08:34:51 GMT 2023","Thu May 11 08:35:00 GMT 2023","9195","hw.code","test_favourites","TestCategorySelection","","","test_category_category_favourites",""
"passed","Thu May 11 08:34:28 GMT 2023","Thu May 11 08:34:38 GMT 2023","10555","hw.code","test_favourites","TestCategorySelection","","","test_product_category_favourites",""
"passed","Thu May 11 08:31:00 GMT 2023","Thu May 11 08:31:03 GMT 2023","2169","hw.code","test_card_popup","TestCardPopup","","","test_add_card_button",""
"passed","Thu May 11 08:34:38 GMT 2023","Thu May 11 08:34:48 GMT 2023","9672","hw.code","test_favourites","TestCategorySelection","","","test_category_search_favourites",""
"passed","Thu May 11 08:34:27 GMT 2023","Thu May 11 08:34:28 GMT 2023","615","hw.code","test_create_commet","TestCreateComment","","","test_unauth",""
"passed","Thu May 11 08:35:42 GMT 2023","Thu May 11 08:35:43 GMT 2023","815","hw.code","test_view_comment","TestViewComment","","","test_check_href_photos",""
"passed","Thu May 11 08:33:47 GMT 2023","Thu May 11 08:33:53 GMT 2023","6775","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_category_page_change_count",""
"passed","Thu May 11 08:33:53 GMT 2023","Thu May 11 08:33:59 GMT 2023","5333","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_favourite_page_change_count",""
"passed","Thu May 11 08:33:15 GMT 2023","Thu May 11 08:33:17 GMT 2023","2102","hw.code","test_cart","TestCart","","","test_button_make_order",""
"passed","Thu May 11 08:30:39 GMT 2023","Thu May 11 08:30:40 GMT 2023","1013","hw.code","test_address_popup","TestAddressPopup","","","test_add_address_button",""
"passed","Thu May 11 08:31:43 GMT 2023","Thu May 11 08:31:44 GMT 2023","1023","hw.code","test_cart","TestCart","","","test_item_checkbox_active",""
"passed","Thu May 11 08:31:24 GMT 2023","Thu May 11 08:31:25 GMT 2023","1377","hw.code","test_cart","TestCart","","","test_button_clear_cart",""
"passed","Thu May 11 08:30:50 GMT 2023","Thu May 11 08:30:53 GMT 2023","3356","hw.code","test_address_popup","TestAddressPopup","","","test_select_address",""
"passed","Thu May 11 08:33:38 GMT 2023","Thu May 11 08:33:45 GMT 2023","7464","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_home_page_change_count",""
"passed","Thu May 11 08:32:38 GMT 2023","Thu May 11 08:32:39 GMT 2023","806","hw.code","test_cart","TestCart","","","test_block_user_data_unauth_login",""
"passed","Thu May 11 08:32:56 GMT 2023","Thu May 11 08:32:56 GMT 2023","805","hw.code","test_cart","TestCart","","","test_total_date_delivery",""
"passed","Thu May 11 08:32:16 GMT 2023","Thu May 11 08:32:17 GMT 2023","871","hw.code","test_cart","TestCart","","","test_select_delivery_date",""
"passed","Thu May 11 08:30:47 GMT 2023","Thu May 11 08:30:47 GMT 2023","876","hw.code","test_address_popup","TestAddressPopup","","","test_apply_button",""
"broken","Thu May 11 08:35:14 GMT 2023","Thu May 11 08:35:19 GMT 2023","5099","hw.code","test_horizontal_catalog_product_page","TestHorizontalScroll","","","test_title_link",""
"passed","Thu May 11 08:35:41 GMT 2023","Thu May 11 08:35:42 GMT 2023","1633","hw.code","test_view_comment","TestViewComment","","","test_page_title",""
"passed","Thu May 11 08:35:06 GMT 2023","Thu May 11 08:35:07 GMT 2023","892","hw.code","test_header","TestHeader","","","test_rightHeaderButtons",""
"passed","Thu May 11 08:33:59 GMT 2023","Thu May 11 08:34:06 GMT 2023","6828","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_search_page_change_count",""
"passed","Thu May 11 08:35:43 GMT 2023","Thu May 11 08:35:44 GMT 2023","927","hw.code","test_view_comment","TestViewComment","","","test_check_if_photo_broken",""
"passed","Thu May 11 08:31:31 GMT 2023","Thu May 11 08:31:32 GMT 2023","959","hw.code","test_cart","TestCart","","","test_checkbox_select_all_inactive",""
"passed","Thu May 11 08:32:42 GMT 2023","Thu May 11 08:32:42 GMT 2023","811","hw.code","test_cart","TestCart","","","test_block_user_data_unauth_registration",""
