"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 11 14:42:54 GMT 2023","Thu May 11 14:42:54 GMT 2023","627","hw.code","test_view_comment","TestViewComment","","","test_unauth_add_comment_button",""
"passed","Thu May 11 14:36:09 GMT 2023","Thu May 11 14:36:10 GMT 2023","1036","hw.code","test_loginPage","TestLogin","","","test_redirect",""
"passed","Thu May 11 14:36:36 GMT 2023","Thu May 11 14:36:36 GMT 2023","41","hw.code","test_profile","TestProfileWithoutAuth","","","test_no_auth_message",""
"passed","Thu May 11 14:33:30 GMT 2023","Thu May 11 14:33:31 GMT 2023","828","hw.code","test_cart","TestCart","","","test_href_in_block_total_date_time_delivery",""
"passed","Thu May 11 14:36:57 GMT 2023","Thu May 11 14:36:59 GMT 2023","2836","hw.code","test_profile","TestProfile","","","test_change_avatar_with_refresh",""
"passed","Thu May 11 14:33:17 GMT 2023","Thu May 11 14:33:18 GMT 2023","820","hw.code","test_cart","TestCart","","","test_sum_total_price_and_discount",""
"passed","Thu May 11 14:32:19 GMT 2023","Thu May 11 14:32:20 GMT 2023","896","hw.code","test_cart","TestCart","","","test_favorites_button",""
"passed","Thu May 11 14:34:06 GMT 2023","Thu May 11 14:34:14 GMT 2023","7664","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_home_page_change_count",""
"passed","Thu May 11 14:34:01 GMT 2023","Thu May 11 14:34:06 GMT 2023","5479","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_product_add_comment_change_count",""
"passed","Thu May 11 14:32:59 GMT 2023","Thu May 11 14:33:00 GMT 2023","837","hw.code","test_cart","TestCart","","","test_block_payment_card_unauth_registration",""
"passed","Thu May 11 14:33:20 GMT 2023","Thu May 11 14:33:21 GMT 2023","807","hw.code","test_cart","TestCart","","","test_count_product",""
"broken","Thu May 11 14:40:29 GMT 2023","Thu May 11 14:40:40 GMT 2023","10698","hw.code","test_profile","TestProfile","","","test_payment_card_incorrect_params_date_wrong_month",""
