"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 11 13:59:48 GMT 2023","Thu May 11 13:59:50 GMT 2023","2356","hw.code","test_catalog_selector","TestCategorySelection","","","test_home_category_select",""
"passed","Thu May 11 14:01:29 GMT 2023","Thu May 11 14:01:31 GMT 2023","1615","hw.code","test_profile","TestProfile","","","test_default_avatar",""
"passed","Thu May 11 14:02:44 GMT 2023","Thu May 11 14:02:49 GMT 2023","4426","hw.code","test_singupPage","TestSignup","","","test_failed_sign_up",""
"passed","Thu May 11 13:57:28 GMT 2023","Thu May 11 13:57:28 GMT 2023","848","hw.code","test_cart","TestCart","","","test_product_photo",""
"passed","Thu May 11 13:56:29 GMT 2023","Thu May 11 13:56:31 GMT 2023","2319","hw.code","test_address_popup","TestAddressPopup","","","test_select_address",""
"passed","Thu May 11 13:58:45 GMT 2023","Thu May 11 13:58:46 GMT 2023","791","hw.code","test_cart","TestCart","","","test_total_unauth_message",""
"passed","Thu May 11 13:57:53 GMT 2023","Thu May 11 13:57:54 GMT 2023","912","hw.code","test_cart","TestCart","","","test_select_delivery_date",""
"passed","Thu May 11 14:02:53 GMT 2023","Thu May 11 14:02:54 GMT 2023","808","hw.code","test_view_comment","TestViewComment","","","test_check_if_photo_broken",""
"passed","Thu May 11 13:58:09 GMT 2023","Thu May 11 13:58:10 GMT 2023","835","hw.code","test_cart","TestCart","","","test_block_payment_card_unauth_registration",""
"passed","Thu May 11 13:58:51 GMT 2023","Thu May 11 13:58:53 GMT 2023","2193","hw.code","test_cart","TestCart","","","test_button_make_order",""
"passed","Thu May 11 14:00:02 GMT 2023","Thu May 11 14:00:12 GMT 2023","10762","hw.code","test_favourites","TestCategorySelection","","","test_product_category_favourites",""
"passed","Thu May 11 14:00:01 GMT 2023","Thu May 11 14:00:02 GMT 2023","628","hw.code","test_create_commet","TestCreateComment","","","test_unauth",""
"passed","Thu May 11 13:57:50 GMT 2023","Thu May 11 13:57:51 GMT 2023","791","hw.code","test_cart","TestCart","","","test_delivery_date",""
"passed","Thu May 11 14:01:12 GMT 2023","Thu May 11 14:01:14 GMT 2023","1903","hw.code","test_loginPage","TestLogin","","","test_ok",""
