"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed May 10 20:16:01 GMT 2023","Wed May 10 20:16:03 GMT 2023","1997","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_recommendation_change_count",""
"failed","Wed May 10 20:16:27 GMT 2023","Wed May 10 20:16:34 GMT 2023","7298","hw.code","test_header","TestHeader","","","test_searchTest",""
"passed","Wed May 10 20:16:41 GMT 2023","Wed May 10 20:16:44 GMT 2023","3373","hw.code","test_login","TestLogin","","","test_login",""
"passed","Wed May 10 20:16:20 GMT 2023","Wed May 10 20:16:21 GMT 2023","639","hw.code","test_create_commet","TestCreateComment","","","test_unauth",""
"failed","Wed May 10 20:15:56 GMT 2023","Wed May 10 20:16:01 GMT 2023","4557","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_home_page_change_count",""
"passed","Wed May 10 20:16:03 GMT 2023","Wed May 10 20:16:06 GMT 2023","2885","hw.code","test_catalog_selector","TestCategorySelection","","","test_header_category_select",""
"passed","Wed May 10 20:17:02 GMT 2023","Wed May 10 20:17:03 GMT 2023","1672","hw.code","test_view_comment","TestViewComment","","","test_page_title",""
"passed","Wed May 10 20:15:33 GMT 2023","Wed May 10 20:15:43 GMT 2023","9388","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_product_change_count",""
"passed","Wed May 10 20:16:44 GMT 2023","Wed May 10 20:16:46 GMT 2023","1925","hw.code","test_product_title","TestProductTitle","","","test_product_title",""
"passed","Wed May 10 20:17:11 GMT 2023","Wed May 10 20:17:12 GMT 2023","641","hw.code","test_view_comment","TestViewComment","","","test_unauth_add_comment_button",""
"passed","Wed May 10 20:17:04 GMT 2023","Wed May 10 20:17:05 GMT 2023","892","hw.code","test_view_comment","TestViewComment","","","test_check_if_photo_broken",""
"passed","Wed May 10 20:16:59 GMT 2023","Wed May 10 20:17:02 GMT 2023","2150","hw.code","test_rating","TestChangeItemCountInCart","","","test_recommendation_change_count",""
"passed","Wed May 10 20:15:43 GMT 2023","Wed May 10 20:15:51 GMT 2023","7952","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_product_view_comment_change_count",""
"passed","Wed May 10 20:16:53 GMT 2023","Wed May 10 20:16:56 GMT 2023","3500","hw.code","test_product_title","TestProductTitle","","","test_favorites_auth",""
"broken","Wed May 10 20:16:40 GMT 2023","Wed May 10 20:16:41 GMT 2023","1400","hw.code","test_horizontal_catalog_product_page","TestHorizontalScroll","","","test_scroll_buttons",""
"broken","Wed May 10 20:16:34 GMT 2023","Wed May 10 20:16:40 GMT 2023","5131","hw.code","test_horizontal_catalog_product_page","TestHorizontalScroll","","","test_title_link",""
"passed","Wed May 10 20:16:46 GMT 2023","Wed May 10 20:16:53 GMT 2023","6168","hw.code","test_product_title","TestProductTitle","","","test_favorites_unauth",""
"passed","Wed May 10 20:15:51 GMT 2023","Wed May 10 20:15:56 GMT 2023","5462","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_product_add_comment_change_count",""
"broken","Wed May 10 20:17:05 GMT 2023","Wed May 10 20:17:11 GMT 2023","5892","hw.code","test_view_comment","TestViewComment","","","test_auth_add_comment_button",""
"passed","Wed May 10 20:16:56 GMT 2023","Wed May 10 20:16:57 GMT 2023","836","hw.code","test_product_title","TestProductTitle","","","test_is_photo_broken",""
"passed","Wed May 10 20:16:08 GMT 2023","Wed May 10 20:16:20 GMT 2023","11954","hw.code","test_create_commet","TestCreateComment","","","test_page_auth",""
"passed","Wed May 10 20:17:03 GMT 2023","Wed May 10 20:17:04 GMT 2023","851","hw.code","test_view_comment","TestViewComment","","","test_check_href_photos",""
"passed","Wed May 10 20:16:21 GMT 2023","Wed May 10 20:16:22 GMT 2023","1784","hw.code","test_footer","TestFooter","","","test_footerLogo",""
"passed","Wed May 10 20:16:06 GMT 2023","Wed May 10 20:16:08 GMT 2023","2378","hw.code","test_catalog_selector","TestCategorySelection","","","test_home_category_select",""
"broken","Wed May 10 20:16:40 GMT 2023","Wed May 10 20:16:40 GMT 2023","14","hw.code","test_horizontal_catalog_product_page","TestHorizontalScroll","","","test_photo_broken",""
"passed","Wed May 10 20:16:22 GMT 2023","Wed May 10 20:16:26 GMT 2023","3647","hw.code","test_header","TestHeader","","","test_header_profile_button",""
"passed","Wed May 10 20:16:57 GMT 2023","Wed May 10 20:16:59 GMT 2023","2550","hw.code","test_rating","TestChangeItemCountInCart","","","test_product_change_count",""
"passed","Wed May 10 20:16:26 GMT 2023","Wed May 10 20:16:27 GMT 2023","985","hw.code","test_header","TestHeader","","","test_rightHeaderButtons",""
