"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon May 08 23:25:39 GMT 2023","Mon May 08 23:25:39 GMT 2023","0","hw.code","test_rating","TestChangeItemCountInCart","","","test_recommendation_change_count",""
"skipped","Mon May 08 23:25:39 GMT 2023","Mon May 08 23:25:39 GMT 2023","0","hw.code","test_rating","TestChangeItemCountInCart","","","test_product_change_count",""
"failed","Mon May 08 23:25:25 GMT 2023","Mon May 08 23:25:27 GMT 2023","1195","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_recommendation_change_count",""
"skipped","Mon May 08 23:25:27 GMT 2023","Mon May 08 23:25:27 GMT 2023","0","hw.code","test_header","TestHeader","","","test_categorySelect",""
"passed","Mon May 08 23:25:37 GMT 2023","Mon May 08 23:25:39 GMT 2023","1196","hw.code","test_product_title","TestProductTitle","","","test_is_photo_broken",""
"skipped","Mon May 08 23:25:27 GMT 2023","Mon May 08 23:25:27 GMT 2023","0","hw.code","test_horizontal_catalog_product_page","TestHorizontalScroll","","","test_title_link",""
"skipped","Mon May 08 23:25:27 GMT 2023","Mon May 08 23:25:27 GMT 2023","0","hw.code","test_horizontal_catalog_product_page","TestHorizontalScroll","","","test_scroll_buttons",""
"passed","Mon May 08 23:25:27 GMT 2023","Mon May 08 23:25:29 GMT 2023","2015","hw.code","test_product_title","TestProductTitle","","","test_product_title",""
"skipped","Mon May 08 23:25:27 GMT 2023","Mon May 08 23:25:27 GMT 2023","0","hw.code","test_header","TestHeader","","","test_rightHeaderButtons",""
"skipped","Mon May 08 23:25:27 GMT 2023","Mon May 08 23:25:27 GMT 2023","0","hw.code","test_login","TestLogin","","","test_login",""
"broken","Mon May 08 23:25:20 GMT 2023","Mon May 08 23:25:25 GMT 2023","5209","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_product_change_count",""
"skipped","Mon May 08 23:25:27 GMT 2023","Mon May 08 23:25:27 GMT 2023","0","hw.code","test_header","TestHeader","","","test_header_profile_button",""
"broken","Mon May 08 23:25:35 GMT 2023","Mon May 08 23:25:37 GMT 2023","2373","hw.code","test_product_title","TestProductTitle","","","test_favorites_auth",""
"passed","Mon May 08 23:25:29 GMT 2023","Mon May 08 23:25:35 GMT 2023","6286","hw.code","test_product_title","TestProductTitle","","","test_favorites_unauth",""
"skipped","Mon May 08 23:25:27 GMT 2023","Mon May 08 23:25:27 GMT 2023","0","hw.code","test_horizontal_catalog_product_page","TestHorizontalScroll","","","test_photo_broken",""
"skipped","Mon May 08 23:25:27 GMT 2023","Mon May 08 23:25:27 GMT 2023","0","hw.code","test_header","TestHeader","","","test_searchTest",""
