"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 12 09:44:42 GMT 2023","Fri May 12 09:44:43 GMT 2023","1783","hw.code","test_catalog","TestCategorySelection","","","test_category_category_favourites",""
"passed","Fri May 12 09:45:19 GMT 2023","Fri May 12 09:45:22 GMT 2023","2771","hw.code","test_favourites","TestCategorySelection","","","test_category_favourites_page_favourites",""
"passed","Fri May 12 09:41:16 GMT 2023","Fri May 12 09:41:17 GMT 2023","1030","hw.code","test_address_popup","TestAddressPopup","","","test_open_address_popup",""
"broken","Fri May 12 09:49:04 GMT 2023","Fri May 12 09:49:09 GMT 2023","5700","hw.code","test_profile","TestProfile","","","test_payment_card_correct_params",""
"broken","Fri May 12 09:47:59 GMT 2023","Fri May 12 09:48:05 GMT 2023","5647","hw.code","test_profile","TestProfile","","","test_change_phone_incorrect_str",""
"passed","Fri May 12 09:50:44 GMT 2023","Fri May 12 09:50:45 GMT 2023","1479","hw.code","test_singupPage","TestSignup","","","test_redirect_to_login_sign_up_page",""
"broken","Fri May 12 09:49:20 GMT 2023","Fri May 12 09:49:26 GMT 2023","5687","hw.code","test_profile","TestProfile","","","test_payment_card_incorrect_params_date",""
"passed","Fri May 12 09:43:15 GMT 2023","Fri May 12 09:43:16 GMT 2023","800","hw.code","test_cart","TestCart","","","test_block_user_data_unauth",""
"passed","Fri May 12 09:50:51 GMT 2023","Fri May 12 09:50:53 GMT 2023","2049","hw.code","test_singupPage","TestSignup","","","test_successful_sign_up",""
"passed","Fri May 12 09:46:10 GMT 2023","Fri May 12 09:46:13 GMT 2023","2600","hw.code","test_orders","TestOrders","","","test_empty_orders",""
"passed","Fri May 12 09:42:08 GMT 2023","Fri May 12 09:42:10 GMT 2023","1033","hw.code","test_cart","TestCart","","","test_all_checkbox_active",""
"passed","Fri May 12 09:50:55 GMT 2023","Fri May 12 09:50:56 GMT 2023","783","hw.code","test_view_comment","TestViewComment","","","test_check_href_photos",""
"passed","Fri May 12 09:44:43 GMT 2023","Fri May 12 09:44:46 GMT 2023","3020","hw.code","test_catalog_selector","TestCategorySelection","","","test_header_category_select",""
"broken","Fri May 12 09:49:52 GMT 2023","Fri May 12 09:49:58 GMT 2023","5686","hw.code","test_profile","TestProfile","","","test_address_card_correct_params_with_flat",""
"broken","Fri May 12 09:47:35 GMT 2023","Fri May 12 09:47:40 GMT 2023","5671","hw.code","test_profile","TestProfile","","","test_change_email_incorrect_str",""
"broken","Fri May 12 09:48:23 GMT 2023","Fri May 12 09:48:29 GMT 2023","5688","hw.code","test_profile","TestProfile","","","test_change_password_incorrect_small_str",""
"broken","Fri May 12 09:48:47 GMT 2023","Fri May 12 09:48:53 GMT 2023","5684","hw.code","test_profile","TestProfile","","","test_change_password_incorrect_wrong_password",""
"passed","Fri May 12 09:42:23 GMT 2023","Fri May 12 09:42:24 GMT 2023","1047","hw.code","test_cart","TestCart","","","test_item_checkbox_active",""
"passed","Fri May 12 09:41:54 GMT 2023","Fri May 12 09:41:57 GMT 2023","2384","hw.code","test_card_popup","TestCardPopup","","","test_select_card",""
"broken","Fri May 12 09:49:28 GMT 2023","Fri May 12 09:49:34 GMT 2023","5704","hw.code","test_profile","TestProfile","","","test_payment_card_incorrect_params_date_expiration",""
"passed","Fri May 12 09:45:37 GMT 2023","Fri May 12 09:45:51 GMT 2023","14291","hw.code","test_header","TestHeader","","","test_searchTest",""
"passed","Fri May 12 09:45:32 GMT 2023","Fri May 12 09:45:36 GMT 2023","3897","hw.code","test_header","TestHeader","","","test_header_profile_button",""
"broken","Fri May 12 09:48:39 GMT 2023","Fri May 12 09:48:45 GMT 2023","5683","hw.code","test_profile","TestProfile","","","test_change_password_incorrect_different_str",""
"passed","Fri May 12 09:45:36 GMT 2023","Fri May 12 09:45:37 GMT 2023","854","hw.code","test_header","TestHeader","","","test_rightHeaderButtons",""
"passed","Fri May 12 09:44:11 GMT 2023","Fri May 12 09:44:16 GMT 2023","5023","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_product_add_comment_change_count",""
"passed","Fri May 12 09:44:04 GMT 2023","Fri May 12 09:44:11 GMT 2023","6585","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_product_view_comment_change_count",""
"passed","Fri May 12 09:44:16 GMT 2023","Fri May 12 09:44:22 GMT 2023","6809","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_home_page_change_count",""
"broken","Fri May 12 09:47:09 GMT 2023","Fri May 12 09:47:15 GMT 2023","5661","hw.code","test_profile","TestProfile","","","test_change_name_not_empty_str",""
"passed","Fri May 12 09:42:40 GMT 2023","Fri May 12 09:42:41 GMT 2023","1086","hw.code","test_cart","TestCart","","","test_minus_button",""
"passed","Fri May 12 09:46:03 GMT 2023","Fri May 12 09:46:06 GMT 2023","3242","hw.code","test_loginPage","TestLogin","","","test_fail",""
"passed","Fri May 12 09:43:32 GMT 2023","Fri May 12 09:43:33 GMT 2023","822","hw.code","test_cart","TestCart","","","test_count_product",""
"broken","Fri May 12 09:47:01 GMT 2023","Fri May 12 09:47:07 GMT 2023","5684","hw.code","test_profile","TestProfile","","","test_change_avatar_with_refresh",""
"passed","Fri May 12 09:41:30 GMT 2023","Fri May 12 09:41:33 GMT 2023","2384","hw.code","test_address_popup","TestAddressPopup","","","test_select_address",""
"passed","Fri May 12 09:42:04 GMT 2023","Fri May 12 09:42:06 GMT 2023","1475","hw.code","test_cart","TestCart","","","test_button_clear_cart",""
"passed","Fri May 12 09:43:35 GMT 2023","Fri May 12 09:43:36 GMT 2023","827","hw.code","test_cart","TestCart","","","test_total_date_delivery",""
"passed","Fri May 12 09:43:48 GMT 2023","Fri May 12 09:43:49 GMT 2023","805","hw.code","test_cart","TestCart","","","test_total_unauth_message",""
"passed","Fri May 12 09:42:56 GMT 2023","Fri May 12 09:42:57 GMT 2023","946","hw.code","test_cart","TestCart","","","test_select_delivery_date",""
"passed","Fri May 12 09:50:56 GMT 2023","Fri May 12 09:51:05 GMT 2023","8556","hw.code","test_view_comment","TestViewComment","","","test_auth_add_comment_button",""
"broken","Fri May 12 09:45:51 GMT 2023","Fri May 12 09:45:56 GMT 2023","5139","hw.code","test_horizontal_catalog_product_page","TestHorizontalScroll","","","test_title_link",""
"broken","Fri May 12 09:50:25 GMT 2023","Fri May 12 09:50:30 GMT 2023","5672","hw.code","test_profile","TestProfile","","","test_address_card_incorrect_params_house",""
"broken","Fri May 12 09:47:17 GMT 2023","Fri May 12 09:47:23 GMT 2023","5676","hw.code","test_profile","TestProfile","","","test_change_name_empty_str",""
