"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 11 09:31:39 GMT 2023","Thu May 11 09:31:42 GMT 2023","3137","hw.code","test_catalog_selector","TestCategorySelection","","","test_header_category_select",""
"passed","Thu May 11 09:33:40 GMT 2023","Thu May 11 09:33:41 GMT 2023","915","hw.code","test_view_comment","TestViewComment","","","test_check_if_photo_broken",""
"passed","Thu May 11 09:30:37 GMT 2023","Thu May 11 09:30:38 GMT 2023","859","hw.code","test_cart","TestCart","","","test_total_unauth_message_login_button",""
"passed","Thu May 11 09:29:56 GMT 2023","Thu May 11 09:29:56 GMT 2023","838","hw.code","test_cart","TestCart","","","test_block_payment_card_unauth_registration",""
"passed","Thu May 11 09:30:06 GMT 2023","Thu May 11 09:30:07 GMT 2023","838","hw.code","test_cart","TestCart","","","test_block_user_data_unauth_registration",""
"passed","Thu May 11 09:28:45 GMT 2023","Thu May 11 09:28:46 GMT 2023","1484","hw.code","test_cart","TestCart","","","test_button_clear_cart",""
"passed","Thu May 11 09:27:53 GMT 2023","Thu May 11 09:27:54 GMT 2023","1249","hw.code","test_address_popup","TestAddressPopup","","","test_open_address_popup",""
"passed","Thu May 11 09:31:21 GMT 2023","Thu May 11 09:31:26 GMT 2023","5625","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_favourite_page_change_count",""
"passed","Thu May 11 09:33:23 GMT 2023","Thu May 11 09:33:26 GMT 2023","2595","hw.code","test_rating","TestChangeItemCountInCart","","","test_product_change_count",""
"passed","Thu May 11 09:33:26 GMT 2023","Thu May 11 09:33:28 GMT 2023","2591","hw.code","test_rating","TestChangeItemCountInCart","","","test_recommendation_change_count",""
"passed","Thu May 11 09:28:18 GMT 2023","Thu May 11 09:28:20 GMT 2023","2325","hw.code","test_card_popup","TestCardPopup","","","test_add_card_button",""
"passed","Thu May 11 09:31:26 GMT 2023","Thu May 11 09:31:34 GMT 2023","7304","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_search_page_change_count",""
"passed","Thu May 11 09:31:57 GMT 2023","Thu May 11 09:31:57 GMT 2023","624","hw.code","test_create_commet","TestCreateComment","","","test_unauth",""
"passed","Thu May 11 09:30:21 GMT 2023","Thu May 11 09:30:22 GMT 2023","822","hw.code","test_cart","TestCart","","","test_total_date_delivery",""
"failed","Thu May 11 09:32:37 GMT 2023","Thu May 11 09:32:44 GMT 2023","7064","hw.code","test_header","TestHeader","","","test_searchTest",""
"passed","Thu May 11 09:33:10 GMT 2023","Thu May 11 09:33:12 GMT 2023","1811","hw.code","test_product_title","TestProductTitle","","","test_product_title",""
"passed","Thu May 11 09:28:00 GMT 2023","Thu May 11 09:28:02 GMT 2023","1063","hw.code","test_address_popup","TestAddressPopup","","","test_cancel_button",""
"broken","Thu May 11 09:32:44 GMT 2023","Thu May 11 09:32:50 GMT 2023","5114","hw.code","test_horizontal_catalog_product_page","TestHorizontalScroll","","","test_title_link",""
"broken","Thu May 11 09:32:50 GMT 2023","Thu May 11 09:32:50 GMT 2023","13","hw.code","test_horizontal_catalog_product_page","TestHorizontalScroll","","","test_photo_broken",""
"passed","Thu May 11 09:30:34 GMT 2023","Thu May 11 09:30:35 GMT 2023","795","hw.code","test_cart","TestCart","","","test_total_unauth_message",""
"passed","Thu May 11 09:28:39 GMT 2023","Thu May 11 09:28:39 GMT 2023","9","hw.code","test_cart","TestCart","","","test_title",""
"passed","Thu May 11 09:33:38 GMT 2023","Thu May 11 09:33:39 GMT 2023","1665","hw.code","test_view_comment","TestViewComment","","","test_page_title",""
"passed","Thu May 11 09:29:01 GMT 2023","Thu May 11 09:29:02 GMT 2023","980","hw.code","test_cart","TestCart","","","test_item_checkbox_inactive",""
"passed","Thu May 11 09:29:04 GMT 2023","Thu May 11 09:29:05 GMT 2023","1015","hw.code","test_cart","TestCart","","","test_item_checkbox_active",""
"passed","Thu May 11 09:33:12 GMT 2023","Thu May 11 09:33:13 GMT 2023","1501","hw.code","test_product_title","TestProductTitle","","","test_is_photo_broken",""
"passed","Thu May 11 09:33:47 GMT 2023","Thu May 11 09:33:48 GMT 2023","631","hw.code","test_view_comment","TestViewComment","","","test_unauth_add_comment_button",""
"passed","Thu May 11 09:28:22 GMT 2023","Thu May 11 09:28:25 GMT 2023","2773","hw.code","test_card_popup","TestCardPopup","","","test_cancel_button",""
"passed","Thu May 11 09:31:14 GMT 2023","Thu May 11 09:31:21 GMT 2023","7093","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_category_page_change_count",""
"passed","Thu May 11 09:30:14 GMT 2023","Thu May 11 09:30:15 GMT 2023","841","hw.code","test_cart","TestCart","","","test_sum_total_price_and_discount",""
"passed","Thu May 11 09:29:08 GMT 2023","Thu May 11 09:29:09 GMT 2023","804","hw.code","test_cart","TestCart","","","test_product_name_link",""
"passed","Thu May 11 09:32:22 GMT 2023","Thu May 11 09:32:31 GMT 2023","9496","hw.code","test_favourites","TestCategorySelection","","","test_category_category_favourites",""
"passed","Thu May 11 09:29:22 GMT 2023","Thu May 11 09:29:23 GMT 2023","1087","hw.code","test_cart","TestCart","","","test_minus_button",""
"passed","Thu May 11 09:33:03 GMT 2023","Thu May 11 09:33:04 GMT 2023","1210","hw.code","test_loginPage","TestLogin","","","test_redirect",""
"passed","Thu May 11 09:29:18 GMT 2023","Thu May 11 09:29:19 GMT 2023","861","hw.code","test_cart","TestCart","","","test_delete_product_button",""
"broken","Thu May 11 09:33:41 GMT 2023","Thu May 11 09:33:47 GMT 2023","5994","hw.code","test_view_comment","TestViewComment","","","test_auth_add_comment_button",""
"passed","Thu May 11 09:32:33 GMT 2023","Thu May 11 09:32:36 GMT 2023","3852","hw.code","test_header","TestHeader","","","test_header_profile_button",""
"passed","Thu May 11 09:27:57 GMT 2023","Thu May 11 09:27:58 GMT 2023","1111","hw.code","test_address_popup","TestAddressPopup","","","test_add_address_button",""
"passed","Thu May 11 09:31:45 GMT 2023","Thu May 11 09:31:57 GMT 2023","12055","hw.code","test_create_commet","TestCreateComment","","","test_page_auth",""
"passed","Thu May 11 09:33:28 GMT 2023","Thu May 11 09:33:30 GMT 2023","1767","hw.code","test_singupPage","TestSignup","","","test_redirect",""
"passed","Thu May 11 09:30:43 GMT 2023","Thu May 11 09:30:51 GMT 2023","8242","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_product_change_count",""
"passed","Thu May 11 09:29:35 GMT 2023","Thu May 11 09:29:36 GMT 2023","794","hw.code","test_cart","TestCart","","","test_delivery_date",""
"passed","Thu May 11 09:32:50 GMT 2023","Thu May 11 09:32:58 GMT 2023","8549","hw.code","test_horizontal_catalog_product_page","TestHorizontalScroll","","","test_scroll_buttons",""
"passed","Thu May 11 09:31:57 GMT 2023","Thu May 11 09:32:08 GMT 2023","10891","hw.code","test_favourites","TestCategorySelection","","","test_product_category_favourites",""
"passed","Thu May 11 09:29:59 GMT 2023","Thu May 11 09:30:00 GMT 2023","806","hw.code","test_cart","TestCart","","","test_block_user_data_unauth",""
"passed","Thu May 11 09:29:39 GMT 2023","Thu May 11 09:29:40 GMT 2023","903","hw.code","test_cart","TestCart","","","test_select_delivery_date",""
"passed","Thu May 11 09:29:42 GMT 2023","Thu May 11 09:29:43 GMT 2023","808","hw.code","test_cart","TestCart","","","test_delivery_time",""
"passed","Thu May 11 09:30:02 GMT 2023","Thu May 11 09:30:03 GMT 2023","832","hw.code","test_cart","TestCart","","","test_block_user_data_unauth_login",""
"passed","Thu May 11 09:33:21 GMT 2023","Thu May 11 09:33:23 GMT 2023","2307","hw.code","test_promocode","TestPromocode","","","test_error_symbols",""
"passed","Thu May 11 09:28:53 GMT 2023","Thu May 11 09:28:54 GMT 2023","1048","hw.code","test_cart","TestCart","","","test_checkbox_select_all_inactive",""
"passed","Thu May 11 09:28:28 GMT 2023","Thu May 11 09:28:31 GMT 2023","2777","hw.code","test_card_popup","TestCardPopup","","","test_apply_button",""
"passed","Thu May 11 09:30:59 GMT 2023","Thu May 11 09:31:05 GMT 2023","6054","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_product_add_comment_change_count",""
"passed","Thu May 11 09:28:34 GMT 2023","Thu May 11 09:28:37 GMT 2023","2391","hw.code","test_card_popup","TestCardPopup","","","test_select_card",""
"passed","Thu May 11 09:29:29 GMT 2023","Thu May 11 09:29:33 GMT 2023","4117","hw.code","test_cart","TestCart","","","test_add_product_to_favorites",""
"passed","Thu May 11 09:32:31 GMT 2023","Thu May 11 09:32:33 GMT 2023","1486","hw.code","test_footer","TestFooter","","","test_footerLogo",""
"passed","Thu May 11 09:30:24 GMT 2023","Thu May 11 09:30:25 GMT 2023","805","hw.code","test_cart","TestCart","","","test_total_time_delivery",""
"passed","Thu May 11 09:31:34 GMT 2023","Thu May 11 09:31:37 GMT 2023","3632","hw.code","test_catalog","TestCategorySelection","","","test_category_search_favourites",""
"passed","Thu May 11 09:28:04 GMT 2023","Thu May 11 09:28:05 GMT 2023","933","hw.code","test_address_popup","TestAddressPopup","","","test_apply_button",""
"passed","Thu May 11 09:28:08 GMT 2023","Thu May 11 09:28:10 GMT 2023","2528","hw.code","test_address_popup","TestAddressPopup","","","test_select_address",""
"failed","Thu May 11 09:33:30 GMT 2023","Thu May 11 09:33:30 GMT 2023","324","hw.code","test_singupPage","TestSignup","","","test_title",""
"passed","Thu May 11 09:30:09 GMT 2023","Thu May 11 09:30:11 GMT 2023","2137","hw.code","test_cart","TestCart","","","test_edit_user_data_button",""
"passed","Thu May 11 09:28:57 GMT 2023","Thu May 11 09:28:58 GMT 2023","1097","hw.code","test_cart","TestCart","","","test_checkbox_select_all_active",""
"passed","Thu May 11 09:31:12 GMT 2023","Thu May 11 09:31:14 GMT 2023","1284","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_recommendation_change_count",""
"passed","Thu May 11 09:29:25 GMT 2023","Thu May 11 09:29:26 GMT 2023","931","hw.code","test_cart","TestCart","","","test_plus_button",""
"passed","Thu May 11 09:32:36 GMT 2023","Thu May 11 09:32:37 GMT 2023","893","hw.code","test_header","TestHeader","","","test_rightHeaderButtons",""
"passed","Thu May 11 09:33:39 GMT 2023","Thu May 11 09:33:40 GMT 2023","861","hw.code","test_view_comment","TestViewComment","","","test_check_href_photos",""
"passed","Thu May 11 09:29:52 GMT 2023","Thu May 11 09:29:53 GMT 2023","835","hw.code","test_cart","TestCart","","","test_block_payment_card_unauth_login",""
"passed","Thu May 11 09:29:45 GMT 2023","Thu May 11 09:29:46 GMT 2023","910","hw.code","test_cart","TestCart","","","test_select_delivery_time",""
"passed","Thu May 11 09:29:15 GMT 2023","Thu May 11 09:29:16 GMT 2023","896","hw.code","test_cart","TestCart","","","test_favorites_button",""
"passed","Thu May 11 09:30:17 GMT 2023","Thu May 11 09:30:18 GMT 2023","816","hw.code","test_cart","TestCart","","","test_count_product",""
"passed","Thu May 11 09:33:07 GMT 2023","Thu May 11 09:33:10 GMT 2023","2524","hw.code","test_loginPage","TestLogin","","","test_ok",""
"passed","Thu May 11 09:31:42 GMT 2023","Thu May 11 09:31:45 GMT 2023","2324","hw.code","test_catalog_selector","TestCategorySelection","","","test_home_category_select",""
"passed","Thu May 11 09:28:49 GMT 2023","Thu May 11 09:28:50 GMT 2023","1049","hw.code","test_cart","TestCart","","","test_all_checkbox_active",""
"passed","Thu May 11 09:29:11 GMT 2023","Thu May 11 09:29:12 GMT 2023","822","hw.code","test_cart","TestCart","","","test_product_photo",""
"passed","Thu May 11 09:31:05 GMT 2023","Thu May 11 09:31:12 GMT 2023","7842","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_home_page_change_count",""
"passed","Thu May 11 09:33:30 GMT 2023","Thu May 11 09:33:35 GMT 2023","4750","hw.code","test_singupPage","TestSignup","","","test_fail",""
"passed","Thu May 11 09:29:49 GMT 2023","Thu May 11 09:29:50 GMT 2023","815","hw.code","test_cart","TestCart","","","test_block_payment_card_unauth",""
"passed","Thu May 11 09:30:31 GMT 2023","Thu May 11 09:30:32 GMT 2023","793","hw.code","test_cart","TestCart","","","test_href_in_block_total_card",""
"passed","Thu May 11 09:33:35 GMT 2023","Thu May 11 09:33:38 GMT 2023","2543","hw.code","test_singupPage","TestSignup","","","test_ok",""
"passed","Thu May 11 09:30:41 GMT 2023","Thu May 11 09:30:43 GMT 2023","2205","hw.code","test_cart","TestCart","","","test_button_make_order",""
"passed","Thu May 11 09:30:27 GMT 2023","Thu May 11 09:30:28 GMT 2023","843","hw.code","test_cart","TestCart","","","test_href_in_block_total_date_time_delivery",""
"passed","Thu May 11 09:33:02 GMT 2023","Thu May 11 09:33:03 GMT 2023","1505","hw.code","test_loginPage","TestLogin","","","test_title",""
"passed","Thu May 11 09:32:18 GMT 2023","Thu May 11 09:32:22 GMT 2023","3299","hw.code","test_favourites","TestCategorySelection","","","test_category_favourites_page_favourites",""
"passed","Thu May 11 09:28:42 GMT 2023","Thu May 11 09:28:42 GMT 2023","154","hw.code","test_cart","TestCart","","","test_empty_cart",""
"passed","Thu May 11 09:31:37 GMT 2023","Thu May 11 09:31:39 GMT 2023","1841","hw.code","test_catalog","TestCategorySelection","","","test_category_category_favourites",""
"passed","Thu May 11 09:32:08 GMT 2023","Thu May 11 09:32:18 GMT 2023","9976","hw.code","test_favourites","TestCategorySelection","","","test_category_search_favourites",""
"passed","Thu May 11 09:33:16 GMT 2023","Thu May 11 09:33:18 GMT 2023","2217","hw.code","test_promocode","TestPromocode","","","test_empty_input",""
"passed","Thu May 11 09:33:04 GMT 2023","Thu May 11 09:33:07 GMT 2023","3143","hw.code","test_loginPage","TestLogin","","","test_fail",""
"passed","Thu May 11 09:30:51 GMT 2023","Thu May 11 09:30:59 GMT 2023","7555","hw.code","test_cart_count","TestChangeItemCountInCart","","","test_product_view_comment_change_count",""
"passed","Thu May 11 09:32:58 GMT 2023","Thu May 11 09:33:02 GMT 2023","3390","hw.code","test_login","TestLogin","","","test_login",""
"passed","Thu May 11 09:28:13 GMT 2023","Thu May 11 09:28:15 GMT 2023","2268","hw.code","test_card_popup","TestCardPopup","","","test_open_card_popup",""
