"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 11 10:47:01 GMT 2023","Thu May 11 10:47:02 GMT 2023","936","hw.code","test_view_comment","TestViewComment","","","test_check_if_photo_broken",""
"passed","Thu May 11 10:45:13 GMT 2023","Thu May 11 10:45:16 GMT 2023","3118","hw.code","test_profile","TestProfile","","","test_change_avatar",""
"passed","Thu May 11 10:43:56 GMT 2023","Thu May 11 10:44:07 GMT 2023","10455","hw.code","test_favourites","TestCategorySelection","","","test_category_category_favourites",""
"passed","Thu May 11 10:45:25 GMT 2023","Thu May 11 10:45:27 GMT 2023","2124","hw.code","test_profile","TestProfile","","","test_change_name_empty_str",""
"passed","Thu May 11 10:41:13 GMT 2023","Thu May 11 10:41:16 GMT 2023","2927","hw.code","test_cart","TestCart","","","test_edit_user_data_button",""
"passed","Thu May 11 10:41:19 GMT 2023","Thu May 11 10:41:20 GMT 2023","973","hw.code","test_cart","TestCart","","","test_sum_total_price_and_discount",""
"passed","Thu May 11 10:45:30 GMT 2023","Thu May 11 10:45:32 GMT 2023","2115","hw.code","test_profile","TestProfile","","","test_change_email_empty_str",""
"passed","Thu May 11 10:45:38 GMT 2023","Thu May 11 10:45:40 GMT 2023","2116","hw.code","test_profile","TestProfile","","","test_change_email_incorrect_str",""
"passed","Thu May 11 10:45:19 GMT 2023","Thu May 11 10:45:22 GMT 2023","3268","hw.code","test_profile","TestProfile","","","test_change_name_not_empty_str",""
"passed","Thu May 11 10:43:15 GMT 2023","Thu May 11 10:43:29 GMT 2023","13642","hw.code","test_create_commet","TestCreateComment","","","test_page_auth",""
"passed","Thu May 11 10:41:39 GMT 2023","Thu May 11 10:41:40 GMT 2023","918","hw.code","test_cart","TestCart","","","test_href_in_block_total_card",""
"passed","Thu May 11 10:46:02 GMT 2023","Thu May 11 10:46:04 GMT 2023","2000","hw.code","test_profile","TestProfile","","","test_change_password_incorrect_empty_str",""
"passed","Thu May 11 10:41:51 GMT 2023","Thu May 11 10:41:54 GMT 2023","2993","hw.code","test_cart","TestCart","","","test_button_make_order",""
"failed","Thu May 11 10:44:58 GMT 2023","Thu May 11 10:45:00 GMT 2023","1916","hw.code","test_profile","TestProfile","","","test_title",""
